stable_id,expression,source_article_ids,source_asset,source_line,state
ccr-lang-16bd2663eb457ddeff48,DNA damage response vulnerability,39470668,ccr-2025-2026-09-19-intake-language.md,36,no-literal-match-needs-context-review
ccr-lang-16cdb6c00b07cc1349d1,variant allele fraction,42377115,ccr-2026-42377115-language.md,48,no-literal-match-needs-context-review
ccr-lang-16e2ea12ff11c963073d,low-shedding recurrence,39853318,ccr-2025-genomics-2026-09-20-language.md,368,no-literal-match-needs-context-review
ccr-lang-16f8a74fe9c201cda499,schedule-dependent regression,37289191,ccr-2023-37289191-language.md,85,no-literal-match-needs-context-review
ccr-lang-1725c075256eefe28f74,region of interest,38630755,ccr-2024-38630755-language.md,59,no-literal-match-needs-context-review
ccr-lang-17338373e0a716b2448a,nested sampling unit,37756581,ccr-2023-37756581-language.md,99,no-literal-match-needs-context-review
ccr-lang-1797a33ae594bd9039c5,haploid genome equivalents per milliliter,39853318,ccr-2025-genomics-2026-09-20-language.md,374,no-literal-match-needs-context-review
ccr-lang-17a8d0ce1fed072846ae,blocking assay,38277241,ccr-2024-38277241-language.md,52,no-literal-match-needs-context-review
ccr-lang-17dfcfa2899256a487e4,patient-derived xenograft panel,37382635,ccr-2023-37382635-language.md,69,no-literal-match-needs-context-review
ccr-lang-1810a890da5719209498,log2-transformed TPM,41649868;41817317;42507545,ccr-2026-translational-mechanisms-fulltext-language.md,158,no-literal-match-needs-context-review
ccr-lang-18162594e2cb526a4c77,selection through sample viability,36166003,ccr-2022-36166003-language.md,119,no-literal-match-needs-context-review
ccr-lang-1827008b1136ecf4e6d3,dose-escalation rule,38940666,ccr-2024-38940666-language.md,41,no-literal-match-needs-context-review
ccr-lang-182b4aa9f2cc608f9506,on-target escape,36996322,ccr-2023-36996322-language.md,83,no-literal-match-needs-context-review
ccr-lang-1854366f2a3175741ed2,post-progression survival,39670974,ccr-2025-2026-09-19-intake-language.md,234,no-literal-match-needs-context-review
ccr-lang-18ae97ada176b98c220a,inflammation-linked transformation,39704655,ccr-2025-omics-methods-2026-09-23-language.md,217,no-literal-match-needs-context-review
ccr-lang-18be3fcb77912592e6dd,variant-level functional heterogeneity,37097610,ccr-2026-09-14-atm-smarca4-stk11-priority-language.md,137,no-literal-match-needs-context-review
ccr-lang-18c9e890befbf0965ba2,malignant pleural effusion-derived cells,41649868;41817317;41837748;42148884;42507545,ccr-2026-translational-mechanisms-fulltext-language.md,89,no-literal-match-needs-context-review
ccr-lang-18ef547ae88bd9277113,nonspecific tissue binding,34702773,ccr-2022-34702773-language.md,101,no-literal-match-needs-context-review
ccr-lang-18f12a6ec0e08f3c700a,Bayesian adaptive design,42714874,ccr-2026-09-12-supplement-language.md,174,no-literal-match-needs-context-review
ccr-lang-190b2c76bcf31d67dd33,dose-limiting toxicity window,37227187,ccr-2023-37227187-language.md,44,no-literal-match-needs-context-review
ccr-lang-1921429e1e622630416e,mass cytometry by time of flight,39466024;40208070;40343815;40499141;40828417;41026583,ccr-2025-immunotherapy-fulltext-language.md,263,no-literal-match-needs-context-review
ccr-lang-193509a5d1a25be4be04,antibody noninterchangeability,36165915,ccr-2023-36165915-language.md,99,no-literal-match-needs-context-review
ccr-lang-1949742971dc857cf2e0,unresolved assay-description discrepancy,40853904,ccr-2025-2026-09-19-intake-language.md,513,no-literal-match-needs-context-review
ccr-lang-1973aaa6fd32d78bce65,cycle-specific nondetection,37702716,ccr-2023-37702716-language.md,81,no-literal-match-needs-context-review
ccr-lang-197aaaf36885c22af5fd,cumulative incidence with competing events,33323404,ccr-2021-33323404-language.md,80,no-literal-match-needs-context-review
ccr-lang-19c6e33e7ccfbeb9ca31,clonal pathogenic alteration,38300729,ccr-2024-38300729-language.md,36,no-literal-match-needs-context-review
ccr-lang-19cd01118b8185e1b2b7,immune-context heterogeneity,42440361,ccr-2026-09-19-supplement-language.md,152,no-literal-match-needs-context-review
ccr-lang-1a20590ac9a64dfadab9,single-cell-level spatial resolution,41805895;42008740;42456046,ccr-2026-immunotherapy-fulltext-language.md,151,no-literal-match-needs-context-review
ccr-lang-1ad0b09e8ae0ee1baa09,cytotoxic T-cell attack,35980349,ccr-2022-35980349-language.md,53,no-literal-match-needs-context-review
ccr-lang-1afa938a955c2e06b6d4,small paired cohort,36449664,ccr-2023-36449664-language.md,97,no-literal-match-needs-context-review
ccr-lang-1b02c5e5ceac815e82ef,pre-existing mixed histology,39150541,ccr-2024-39150541-language.md,56,no-literal-match-needs-context-review
ccr-lang-1b1e3204eda473d08a20,retreatment with immune checkpoint inhibitors,35762926,ccr-2022-35762926-language.md,53,no-literal-match-needs-context-review
ccr-lang-1b23f4523507712d7374,early molecular response,37279096,ccr-2023-37279096-language.md,49,no-literal-match-needs-context-review
ccr-lang-1b412ad5a9b4dcb94437,adjuvant-treatment selection gap,35838647,ccr-2022-35838647-language.md,49,no-literal-match-needs-context-review
ccr-lang-1b4c1b43f035f59511b0,indication-specific activity,41945490,ccr-2026-09-19-batch2-language.md,485,no-literal-match-needs-context-review
ccr-lang-1b69d5a9626b58fad74f,surveillance-associated stage difference,39400264,ccr-2024-39400264-language.md,55,no-literal-match-needs-context-review
ccr-lang-1b710e90c8121ff91556,single-cell integration,33622705,ccr-2021-33622705-language.md,56,no-literal-match-needs-context-review
ccr-lang-1b81a2b6e0b2354b86f6,plasma-cell infiltration,42440361,ccr-2026-09-19-supplement-language.md,142,no-literal-match-needs-context-review
ccr-lang-1ba1c966712a8b1b4853,T-follicular-helper-cell program,42440361,ccr-2026-09-19-supplement-language.md,142,no-literal-match-needs-context-review
ccr-lang-1bd23e2e625623916808,systemic immune activation,41252574,ccr-2026-09-19-batch2-language.md,198,no-literal-match-needs-context-review
ccr-lang-1be0653869ab09e3a3fc,copy-number–expression association,42340371,ccr-2026-42340371-language.md,72,no-literal-match-needs-context-review
ccr-lang-1becd4e0e45d680cf13f,fit-for-purpose cutoff,42752799,ccr-2026-09-19-supplement-language.md,235,no-literal-match-needs-context-review
ccr-lang-1bf9509efcb61d6754f5,postresection recurrence risk,35838647,ccr-2022-35838647-language.md,46,no-literal-match-needs-context-review
ccr-lang-1c0515625df99c69680b,referral bias,37223888,ccr-2023-37223888-language.md,101,no-literal-match-needs-context-review
ccr-lang-1c060b472712b7174258,permutation importance,42126592;42149140;42360104;42440365;42456046;42485106;42489696,ccr-2026-immunotherapy-fulltext-language.md,229,no-literal-match-needs-context-review
ccr-lang-1c115bef38c5294204b8,bypass receptor activation,39495173,ccr-2025-2026-09-19-intake-language.md,356,no-literal-match-needs-context-review
ccr-lang-1c29b0e5706e21dd1393,inhibitor-competition control,35792882,ccr-2022-35792882-language.md,67,no-literal-match-needs-context-review
ccr-lang-1ca266720c6f353a0b89,metabolic immune regulation,37756581,ccr-2023-37756581-language.md,51,no-literal-match-needs-context-review
ccr-lang-1cf55271e7774438ee30,nascent protein labeling,39078310,ccr-2024-39078310-language.md,40,no-literal-match-needs-context-review
ccr-lang-1cfc9379990c25b643ff,panel-harmonized TMB z-score,37223888,ccr-2023-37223888-language.md,69,no-literal-match-needs-context-review
ccr-lang-1d1ae6acfc0f018098cb,subcellular fraction enrichment,39704655,ccr-2025-omics-methods-2026-09-23-language.md,227,no-literal-match-needs-context-review
ccr-lang-1d1cc5081ed85ed3fe87,T-cell recirculation,34551906,ccr-2021-34551906-language.md,109,no-literal-match-needs-context-review
ccr-lang-1d38bd8e62d1f05a353f,Bayesian optimal interval design,41563386,ccr-2026-41563386-language.md,60,no-literal-match-needs-context-review
ccr-lang-1d51e088cb48bc3ddede,chi-square test,41649868;41817317;41837748;42148884;42507545,ccr-2026-translational-mechanisms-fulltext-language.md,223,no-literal-match-needs-context-review
ccr-lang-1d560d29cda9d743c6e3,cohort-specific methylation signal,41591979,ccr-2026-09-19-pending15-language.md,271,no-literal-match-needs-context-review
ccr-lang-1d6e692d749181e0f931,PD-(L)1 blockade,39466024;39545922;39576208;39786430;39821070;40208070;40247431;40343815;40499141;40552922;40553459;40788282;40828417;40864503;40928991;41026583;41065506,ccr-2025-immunotherapy-fulltext-language.md,120,no-literal-match-needs-context-review
ccr-lang-1d8bea207e93f5a5744e,modeled intratumoral target saturation,41587109;41671081;42574065,ccr-2026-immunotherapy-fulltext-language.md,286,no-literal-match-needs-context-review
ccr-lang-1d92e3c7cf9ac1c1aa0d,IFN-gamma-related signature,39545922;39786430;40208070;40247431;40553459;40788282;40828417;40864503;41065506,ccr-2025-immunotherapy-fulltext-language.md,194,no-literal-match-needs-context-review
ccr-lang-1d9368639271cfca577c,threshold exploration,36806911,ccr-2023-36806911-language.md,67,no-literal-match-needs-context-review
ccr-lang-1dd2487ca5b092f6b262,single-cell integration,39150543,ccr-2024-39150543-language.md,39,no-literal-match-needs-context-review
ccr-lang-1dd300e86d351aa6fe2c,wide and overlapping confidence intervals,34903582,ccr-2022-34903582-language.md,93,no-literal-match-needs-context-review
ccr-lang-1dd6e4098be8e1c1b3b7,patient-grouped cross-validation,41403154,ccr-2026-41403154-language.md,40,no-literal-match-needs-context-review
ccr-lang-1dda3e20f4231a242a4d,preclinical selectivity,39150543,ccr-2024-39150543-language.md,66,no-literal-match-needs-context-review
ccr-lang-1dec49a312531be1f750,immunocompetent syngeneic model,42478960,ccr-2026-09-19-batch2-language.md,540,no-literal-match-needs-context-review
ccr-lang-1e68031a9feda8a93b6a,subcutaneous xenograft,41649868;41837748;42148884,ccr-2026-translational-mechanisms-fulltext-language.md,179,no-literal-match-needs-context-review
ccr-lang-1e6f577b89d36316351a,multicancer detection signal,39620930,ccr-2025-genomics-2026-09-20-language.md,602,no-literal-match-needs-context-review
ccr-lang-1e807674d81fcb7f9894,beta diversity,41849236,ccr-2026-immunotherapy-fulltext-language.md,199,no-literal-match-needs-context-review
ccr-lang-1e84744ff8651c071c20,paired assessment,37233986,ccr-2023-37233986-language.md,71,no-literal-match-needs-context-review
ccr-lang-1e890902af296c160ef4,model-dependent uptake kinetics,39841860,ccr-2025-omics-methods-2026-09-23-language.md,157,no-literal-match-needs-context-review
ccr-lang-1e934ab162b03b5f0040,gene-symbol disambiguation,36537918,ccr-2023-36537918-language.md,101,no-literal-match-needs-context-review
ccr-lang-1ea08ad3292c1e4b83fb,mature tertiary lymphoid structure,41537692;41805895;41849236;41920765;42008740;42126592;42149140;42189883;42360104;42405849;42440365;42456046;42485106;42489696,ccr-2026-immunotherapy-fulltext-language.md,124,no-literal-match-needs-context-review
ccr-lang-1ea1ab3a0e4a8b7681aa,model-specific resensitization,39150541,ccr-2024-39150541-language.md,82,no-literal-match-needs-context-review
ccr-lang-1ee21ece93d01d0da081,prospective parallel biomarker cohorts,42714874,ccr-2026-09-12-supplement-language.md,173,no-literal-match-needs-context-review
ccr-lang-1ef3a2274c35d51ff2fd,mitotic vulnerability,37289191,ccr-2023-37289191-language.md,51,no-literal-match-needs-context-review
ccr-lang-1f0c27056ceccfc2e2d5,treatment-selection bias,41417462,ccr-2026-09-19-supplement-language.md,733,no-literal-match-needs-context-review
ccr-lang-1f47c7dae6a6f882a0fa,whole-exome sequencing with matched germline,39545922;39786430;40208070;40247431;40553459;40788282;40828417;40864503;41065506,ccr-2025-immunotherapy-fulltext-language.md,201,no-literal-match-needs-context-review
ccr-lang-1f4e982334db2a21aaed,dual-checkpoint rationale,41417462,ccr-2026-09-19-supplement-language.md,733,no-literal-match-needs-context-review
ccr-lang-1f52935dd18d8e8d1729,molecular nonresponder,42059900,ccr-2026-09-19-supplement-language.md,391,no-literal-match-needs-context-review
ccr-lang-1f8012298c1ad3e31967,measurable-disease subset,36996322,ccr-2023-36996322-language.md,67,no-literal-match-needs-context-review
ccr-lang-1f81354e26a1cea1f5ab,perioperative evidence gap,33593884,ccr-2021-33593884-language.md,86,no-literal-match-needs-context-review
ccr-lang-1f83809b5d8c4e919e23,multivariable Cox model,41378983,ccr-2026-09-19-batch2-language.md,123,no-literal-match-needs-context-review
ccr-lang-1fb41e2fe431c080ef47,bulk-sample clonality,36996322,ccr-2023-36996322-language.md,99,no-literal-match-needs-context-review
ccr-lang-1fb54b6e73ab345066c4,prospective selection of patients,36044531,ccr-2022-36044531-language.md,117,no-literal-match-needs-context-review
ccr-lang-1fda3c0c967a9bbbd86b,cross-validated penalty selection,42340371,ccr-2026-42340371-language.md,58,no-literal-match-needs-context-review
ccr-lang-1fdaf420ea4137bab573,exposure–safety assessment,39287821,ccr-2024-39287821-language.md,40,no-literal-match-needs-context-review
ccr-lang-1fddc4c58fe61315fb25,central-memory,39466024;39545922;39576208;39786430;39821070;40208070;40247431;40343815;40499141;40552922;40553459;40788282;40828417;40864503;40928991;41026583;41065506,ccr-2025-immunotherapy-fulltext-language.md,128,no-literal-match-needs-context-review
ccr-lang-1fe14ed4d61b5088625f,least-squares mean change,41801128,ccr-2026-09-19-pending15-language.md,560,no-literal-match-needs-context-review
ccr-lang-1ffe637f2a735e52e566,proportional-hazards assumption,41537692;41587109;41671081;41805895;41849236;41920765;42008740;42126592;42149140;42189883;42360104;42405849;42440365;42456046;42485106;42489696;42574065,ccr-2026-immunotherapy-fulltext-language.md,320,no-literal-match-needs-context-review
ccr-lang-200d050e792da6b4c800,tumor growth inhibition,41543339,ccr-2026-09-19-pending15-language.md,162,no-literal-match-needs-context-review
ccr-lang-2032656f2ca328f46280,TP53/EGFR mutual depletion,37097610,ccr-2026-09-14-atm-smarca4-stk11-priority-language.md,172,no-literal-match-needs-context-review
ccr-lang-2032a0678f5a8c6287a9,postmarketing requirement,41537692;41587109;41671081;41805895;41849236;41920765;42008740;42126592;42149140;42189883;42360104;42405849;42440365;42456046;42485106;42489696;42574065,ccr-2026-immunotherapy-fulltext-language.md,313,no-literal-match-needs-context-review
ccr-lang-203c51797b8e576a365d,subgroup imprecision,41779007,ccr-2026-09-19-pending15-language.md,355,no-literal-match-needs-context-review
ccr-lang-204a1998de90528f74e6,prognostic versus predictive value,38127300,ccr-2024-38127300-language.md,64,no-literal-match-needs-context-review
ccr-lang-20840019b9d33f86f9c4,right censoring,41870274,ccr-2026-09-19-batch2-language.md,51,no-literal-match-needs-context-review
ccr-lang-208c9c10912813ccde3a,single-sample gene set enrichment analysis,42340371,ccr-2026-42340371-language.md,56,no-literal-match-needs-context-review
ccr-lang-209cd629ee4fdf033087,ctDNA molecular response,41563386,ccr-2026-41563386-language.md,76,no-literal-match-needs-context-review
ccr-lang-20a35f02ca9715c6aa67,attenuation of STAT1 downregulation,42714874,ccr-2026-09-12-supplement-language.md,190,no-literal-match-needs-context-review
ccr-lang-20c9334c40232afe8ade,reference-label uncertainty,42001480,ccr-2026-09-19-batch2-language.md,274,no-literal-match-needs-context-review
ccr-lang-20ef3106b0727dee34d7,sparse risk sets at the curve tail,42714840,ccr-2026-09-12-supplement-language.md,132,no-literal-match-needs-context-review
ccr-lang-20f0ad5a4006cff1b8fe,housekeeping-gene normalization,35511938,ccr-2022-35511938-language.md,69,no-literal-match-needs-context-review
ccr-lang-21422f725ee15ed2fc46,single-chain variable fragment panel,36692420,ccr-2023-36692420-language.md,59,no-literal-match-needs-context-review
ccr-lang-21487556509fcda60f8a,expression in overlapping pixels,34686497,ccr-2022-34686497-language.md,55,no-literal-match-needs-context-review
ccr-lang-2154f483dd4fc9e3126b,tumor-restricted surface antigen,36692420,ccr-2023-36692420-language.md,48,no-literal-match-needs-context-review
ccr-lang-215cc160ff86f0b26a01,reduced PD-L1 positivity,33685865,ccr-2021-33685865-language.md,69,no-literal-match-needs-context-review
ccr-lang-2193de1d38137cf5865d,directionally concordant external evidence,33593884,ccr-2021-33593884-language.md,74,no-literal-match-needs-context-review
ccr-lang-21967f990b96f86c58dd,Clopper–Pearson confidence interval,40310449,ccr-2025-genomics-2026-09-20-language.md,326,no-literal-match-needs-context-review
ccr-lang-21a5535ee2fb1d6290ae,somatic short variant,41649868;41817317;42507545,ccr-2026-translational-mechanisms-fulltext-language.md,152,no-literal-match-needs-context-review
ccr-lang-21add6befb605b7d62ef,paired tissue sampling,36469573,ccr-2023-36469573-language.md,65,no-literal-match-needs-context-review
ccr-lang-21d3582b6c4b3a413340,independent prognostic contribution,32709715,ccr-2026-09-14-atm-smarca4-stk11-priority-language.md,87,no-literal-match-needs-context-review
ccr-lang-220556099ee839ff4729,sum of longest diameters,35767426,ccr-2022-35767426-language.md,79,no-literal-match-needs-context-review
ccr-lang-220e87e7f17e13c0b88a,noncompartmental analysis,35404402,ccr-2022-35404402-language.md,75,no-literal-match-needs-context-review
ccr-lang-223e032ed62ee4a3c985,signature-high wild-type subgroup,38980931,ccr-2024-38980931-language.md,94,no-literal-match-needs-context-review
ccr-lang-2258d7b950070bbf477a,treatment-emergent adverse event,41537692;41587109;41671081;41805895;41849236;41920765;42008740;42126592;42149140;42189883;42360104;42405849;42440365;42456046;42485106;42489696;42574065,ccr-2026-immunotherapy-fulltext-language.md,298,no-literal-match-needs-context-review
ccr-lang-226553ccc636898fdde6,post-progression treatment crossover,42714840,ccr-2026-09-12-supplement-language.md,131,no-literal-match-needs-context-review
ccr-lang-2294169d4258a57d1712,baseline-positive clearance set,37702716,ccr-2023-37702716-language.md,69,no-literal-match-needs-context-review
ccr-lang-22948e959b3345c6d79c,retrospective clinicogenomic cohort,33323404,ccr-2021-33323404-language.md,78,no-literal-match-needs-context-review
ccr-lang-22a267b8bc45cf1bac93,cross-cohort comparability,35394499,ccr-2022-35394499-language.md,103,no-literal-match-needs-context-review
ccr-lang-22b4b46f8b4cf652be41,paired cytokine change,36595561,ccr-2023-36595561-language.md,81,no-literal-match-needs-context-review
ccr-lang-230185daa33e982df75b,completer-sensitive response estimate,39352721,ccr-2024-39352721-language.md,51,no-literal-match-needs-context-review
ccr-lang-2303bbabb37ac0c1e87a,prospective assay validation,38980931,ccr-2024-38980931-language.md,115,no-literal-match-needs-context-review
ccr-lang-230cc63313e46ec3d9b9,exposure-to-phenotype connection,39704655,ccr-2025-omics-methods-2026-09-23-language.md,218,no-literal-match-needs-context-review
ccr-lang-2347febaaaa348a2b212,light-versus-heavy smoking stratum,41417462,ccr-2026-09-19-supplement-language.md,714,no-literal-match-needs-context-review
ccr-lang-235911832718482c3cbe,targeted mass-spectrometric protein quantification,42440358,ccr-2026-42440358-language.md,44,no-literal-match-needs-context-review
ccr-lang-2362c181bd81618e67c1,amenable to stereotactic body radiotherapy,41537692;41587109;41671081;41805895;41849236;41920765;42008740;42126592;42149140;42189883;42360104;42405849;42440365;42456046;42485106;42489696;42574065,ccr-2026-immunotherapy-fulltext-language.md,96,no-literal-match-needs-context-review
ccr-lang-23a514a1784bf0f69d9a,mutant-selective inhibitor,41649868;42507545,ccr-2026-translational-mechanisms-fulltext-language.md,125,no-literal-match-needs-context-review
ccr-lang-23a559637d10ea96d939,tumor-cell clearance,42478960,ccr-2026-09-19-batch2-language.md,548,no-literal-match-needs-context-review
ccr-lang-23abf7070d590c9ede17,non-negative least squares regression,34261696,ccr-2021-34261696-language.md,69,no-literal-match-needs-context-review
ccr-lang-23bace946650346ce458,therapeutic index,42007996,ccr-2026-09-19-supplement-language.md,1148,no-literal-match-needs-context-review
ccr-lang-23c24f00ddde2cf9ddf1,sensitivity-specificity trade-off,35852792,ccr-2022-35852792-language.md,91,no-literal-match-needs-context-review
ccr-lang-23e07455642749b0a784,multiregion phylogenetic reconstruction,38980931,ccr-2024-38980931-language.md,80,no-literal-match-needs-context-review
ccr-lang-23fba5e16c96eddfe7fa,serial rechallenge assay,36692420,ccr-2023-36692420-language.md,60,no-literal-match-needs-context-review
ccr-lang-244617f6e3f102ad63fa,arm-level copy-number alteration,37071497,ccr-2023-37071497-language.md,67,no-literal-match-needs-context-review
ccr-lang-244f2948946c4c294b9b,in vitro–in vivo discordance,37382635,ccr-2023-37382635-language.md,97,no-literal-match-needs-context-review
ccr-lang-245d7bb0198992351482,receptor-blocking experiment,39466024;40208070;40343815;40499141;40828417;41026583,ccr-2025-immunotherapy-fulltext-language.md,256,no-literal-match-needs-context-review
ccr-lang-245e5597871a1b358fa8,biological versus technical replication,39540841,ccr-2025-omics-methods-2026-09-23-language.md,54,no-literal-match-needs-context-review
ccr-lang-246becdf164dbb56facf,preexisting versus acquired alteration,41790029,ccr-2026-09-19-pending15-language.md,468,no-literal-match-needs-context-review
ccr-lang-247595d49f2dd0dae4c3,time to maximum concentration,41587109;41671081;42574065,ccr-2026-immunotherapy-fulltext-language.md,275,no-literal-match-needs-context-review
ccr-lang-24768a8a64847563213f,lower amplification ratio,41870274,ccr-2026-09-19-batch2-language.md,60,no-literal-match-needs-context-review
ccr-lang-24a6fe4b244fbaf83ccf,biallelic loss,41649868;41817317;41837748;42148884;42507545,ccr-2026-translational-mechanisms-fulltext-language.md,80,no-literal-match-needs-context-review
ccr-lang-24a8ea31ac28a717cc65,acquired MET-mediated resistance,42752799,ccr-2026-09-19-supplement-language.md,207,no-literal-match-needs-context-review
ccr-lang-24b20230b695a33df786,cancer-stem-cell inference,36165915,ccr-2023-36165915-language.md,97,no-literal-match-needs-context-review
ccr-lang-24b467bf107401c9c42f,ambient RNA removal,41945490,ccr-2026-09-19-batch2-language.md,469,no-literal-match-needs-context-review
ccr-lang-24d6833bb3b6edd7cbd3,scarce and fragmented circulating DNA,42113010,ccr-2026-09-19-pending15-language.md,726,no-literal-match-needs-context-review
ccr-lang-24db7856eb400b4a25f7,treatment-era limitation,33685865,ccr-2021-33685865-language.md,81,no-literal-match-needs-context-review
ccr-lang-24dcd3f4a6c00780e6b5,external training data,36595566,ccr-2023-36595566-language.md,101,no-literal-match-needs-context-review
ccr-lang-24fcba83e09a733a2f1a,dose-escalation window,39287821,ccr-2024-39287821-language.md,39,no-literal-match-needs-context-review
ccr-lang-250e28e85d3893d884dc,low circulating tumor DNA fraction,41790029,ccr-2026-09-19-pending15-language.md,455,no-literal-match-needs-context-review
ccr-lang-2525f822ebb4e13f3523,retrospective treatment association,41870274,ccr-2026-09-19-batch2-language.md,70,no-literal-match-needs-context-review
ccr-lang-2535e697b6df7737c75e,flow-cytometric internalization assay,42007996,ccr-2026-09-19-supplement-language.md,1129,no-literal-match-needs-context-review
ccr-lang-253b8d69102ce668eea4,independent response review,38875108,ccr-2024-38875108-language.md,39,no-literal-match-needs-context-review
ccr-lang-253d0f38f1dc5407f70f,lineage-specific recurrence,39561276,ccr-2025-2026-09-19-intake-language.md,183,no-literal-match-needs-context-review
ccr-lang-255e927b60d3058a192f,loss of measurable exposure,41252574,ccr-2026-09-19-batch2-language.md,198,no-literal-match-needs-context-review
ccr-lang-25a2815405c30eacc466,MYC paralog dosage,40299768,ccr-2025-2026-09-19-intake-language.md,423,no-literal-match-needs-context-review
ccr-lang-25b06682d60f360e44d0,bypass signaling,42752799,ccr-2026-09-19-supplement-language.md,207,no-literal-match-needs-context-review
ccr-lang-25c6e3e4d56702c31dad,ploidy-subtracted total copy number,42340371,ccr-2026-42340371-language.md,52,no-literal-match-needs-context-review
ccr-lang-25d687ea0f179a44003e,postmarketing obligation,38875108,ccr-2024-38875108-language.md,63,no-literal-match-needs-context-review
ccr-lang-25de92553ffee17a9dc3,mutational-signature context,33593884,ccr-2021-33593884-language.md,51,no-literal-match-needs-context-review
ccr-lang-25ec5cb25b9a3c3f7aeb,lung-cancer-specific mortality,41779007,ccr-2026-09-19-pending15-language.md,339,no-literal-match-needs-context-review
ccr-lang-25f44011c9dc5fc36568,treatment-specific predictive utility,42446521,ccr-2026-09-19-pending15-language.md,1114,no-literal-match-needs-context-review
ccr-lang-25fe629108d1176086f7,grade 3 or higher neutropenia,41563386,ccr-2026-41563386-language.md,73,no-literal-match-needs-context-review
ccr-lang-2617443d5a01d223c5f7,RNA read-count threshold,41556942,ccr-2026-09-19-supplement-language.md,797,no-literal-match-needs-context-review
ccr-lang-262765f358823d55ed38,one-sided significance level,35980349,ccr-2022-35980349-language.md,69,no-literal-match-needs-context-review
ccr-lang-2630c09176c261804a25,treatment-sequencing interval,38165684,ccr-2024-38165684-language.md,32,no-literal-match-needs-context-review
ccr-lang-264fd8a3db2196e37aae,time-dependent exposure bias,42207168,ccr-2026-09-19-pending15-language.md,847,no-literal-match-needs-context-review
ccr-lang-2663c7b07b6c612c0286,subdistribution hazard,41779007,ccr-2026-09-19-pending15-language.md,346,no-literal-match-needs-context-review
ccr-lang-2668a529d2bf67f579b1,ploidy-normalized copy number,41870274,ccr-2026-09-19-batch2-language.md,51,no-literal-match-needs-context-review
ccr-lang-2679078f53c2acee92c2,proportion-matched downsampling,39540841,ccr-2025-omics-methods-2026-09-23-language.md,50,no-literal-match-needs-context-review
ccr-lang-268eeebf186f2c0cf4a6,field-of-view-level segmentation,40932352,ccr-2025-2026-09-19-intake-language.md,298,no-literal-match-needs-context-review
ccr-lang-26bbca5edc325dc115d3,plasma-derived cell-free DNA,36201167,ccr-2023-36201167-language.md,49,no-literal-match-needs-context-review
ccr-lang-26e1ef16ce9ed0a221a8,confirmed-response analysis,36112541,ccr-2023-36112541-language.md,69,no-literal-match-needs-context-review
ccr-lang-26e2a21a931d81f91cca,subcellular localization of a therapeutic target,38048058,ccr-2024-38048058-language.md,31,no-literal-match-needs-context-review
ccr-lang-26f1c1ecbd575d52a36b,cell-line-derived xenograft,39466024;40208070;40343815;40499141;40828417;41026583,ccr-2025-immunotherapy-fulltext-language.md,265,no-literal-match-needs-context-review
ccr-lang-27350710c3f2c0b703b7,source-associated principal component,38180245,ccr-2024-38180245-language.md,39,no-literal-match-needs-context-review
ccr-lang-275bd46dc9ff6bdf9d2a,context-dependent genomic association,38300729,ccr-2024-38300729-language.md,31,no-literal-match-needs-context-review
ccr-lang-2768abceba04d0e5abca,historical benchmark,41701940,ccr-2026-09-19-batch2-language.md,414,no-literal-match-needs-context-review
ccr-lang-2795cd0dbaa831fb48c7,genomic-context confounding,42599160,ccr-2026-09-19-pending15-language.md,1299,no-literal-match-needs-context-review
ccr-lang-279986f3d33a1f177e7d,clonal-hematopoiesis contamination,41537692;42440365;42489696,ccr-2026-immunotherapy-fulltext-language.md,174,no-literal-match-needs-context-review
ccr-lang-27a7ca92f7e02e13416e,higher cumulative locoregional recurrence,33323404,ccr-2021-33323404-language.md,102,no-literal-match-needs-context-review
ccr-lang-27b6c3656527185bab2b,inferred subtype abundance,33622705,ccr-2021-33622705-language.md,70,no-literal-match-needs-context-review
ccr-lang-27cc046c57ae3ebde0cc,absolute and relative measures,34301751,ccr-2021-34301751-language.md,53,no-literal-match-needs-context-review
ccr-lang-27cf3668a6c42fa5658f,escape mechanism,34407972,ccr-2021-34407972-language.md,105,no-literal-match-needs-context-review
ccr-lang-27f185e8ce075a7d7d6b,molecular clearance,41400436,ccr-2026-09-19-batch2-language.md,330,no-literal-match-needs-context-review
ccr-lang-2827fba62a874fbf7efe,co-occurring pathway alteration,42360806,ccr-2026-42360806-language.md,60,no-literal-match-needs-context-review
ccr-lang-282a909f90a47e6a6be2,centrally confirmed alteration,41556942,ccr-2026-09-19-supplement-language.md,806,no-literal-match-needs-context-review
ccr-lang-2832db37faafec46badf,investigator-assessed progression,36971777,ccr-2023-36971777-language.md,83,no-literal-match-needs-context-review
ccr-lang-283cd97977a0afac7bf2,combination-attribution problem,33023953,ccr-2021-33023953-language.md,87,no-literal-match-needs-context-review
ccr-lang-28463a551bedfeaea375,durable disease stabilization,41378983,ccr-2026-09-19-batch2-language.md,130,no-literal-match-needs-context-review
ccr-lang-284856418272c6dfa4bc,isogenic murine KRAS-mutant cell model,37733794,ccr-2026-09-14-atm-smarca4-stk11-priority-language.md,266,no-literal-match-needs-context-review
ccr-lang-284d34fa7b49c31244ea,matched white-blood-cell sequencing,41537692;42440365;42489696,ccr-2026-immunotherapy-fulltext-language.md,172,no-literal-match-needs-context-review
