"entry_id","catalog_version","expression","primary_section","secondary_sections","function","domain","unit_type","evidence_tier","source_set","source_article_ids","provenance_granularity","source_asset","source_container","source_heading","source_line","reuse_status"
"CCRLANG-0164","2026-09-26","cell-line-derived xenograft","methods","introduction;results;discussion;conclusion","terminology","preclinical-translational-experiments","vocabulary","mixed","ccr-2025-immunotherapy-17","39466024;40208070;40343815;40499141;40828417;41026583","subsection-synthesis","ccr-2025-immunotherapy-fulltext-language.md","Vocabulary and collocation bank","Basic and translational experiments","265","conventional-term-or-collocation"
"CCRLANG-0165","2026-09-26","patient-derived xenograft","methods","introduction;results;discussion;conclusion","terminology","preclinical-translational-experiments","vocabulary","mixed","ccr-2025-immunotherapy-17","39466024;40208070;40343815;40499141;40828417;41026583","subsection-synthesis","ccr-2025-immunotherapy-fulltext-language.md","Vocabulary and collocation bank","Basic and translational experiments","265","conventional-term-or-collocation"
"CCRLANG-0166","2026-09-26","PBMC-humanized xenograft","methods","introduction;results;discussion;conclusion","terminology","preclinical-translational-experiments","vocabulary","mixed","ccr-2025-immunotherapy-17","39466024;40208070;40343815;40499141;40828417;41026583","subsection-synthesis","ccr-2025-immunotherapy-fulltext-language.md","Vocabulary and collocation bank","Basic and translational experiments","266","conventional-term-or-collocation"
"CCRLANG-0167","2026-09-26","drug-tolerant persister cell","methods","introduction;results;discussion;conclusion","terminology","preclinical-translational-experiments","vocabulary","mixed","ccr-2025-immunotherapy-17","39466024;40208070;40343815;40499141;40828417;41026583","subsection-synthesis","ccr-2025-immunotherapy-fulltext-language.md","Vocabulary and collocation bank","Basic and translational experiments","267","conventional-term-or-collocation"
"CCRLANG-0168","2026-09-26","fully drug-resistant cell","methods","introduction;results;discussion;conclusion","terminology","preclinical-translational-experiments","vocabulary","mixed","ccr-2025-immunotherapy-17","39466024;40208070;40343815;40499141;40828417;41026583","subsection-synthesis","ccr-2025-immunotherapy-fulltext-language.md","Vocabulary and collocation bank","Basic and translational experiments","268","conventional-term-or-collocation"
"CCRLANG-0169","2026-09-26","pharmacologic blockade","methods","introduction;results;discussion;conclusion","terminology","preclinical-translational-experiments","vocabulary","mixed","ccr-2025-immunotherapy-17","39466024;40208070;40343815;40499141;40828417;41026583","subsection-synthesis","ccr-2025-immunotherapy-fulltext-language.md","Vocabulary and collocation bank","Basic and translational experiments","269","conventional-term-or-collocation"
"CCRLANG-0170","2026-09-26","genetic blockade","methods","introduction;results;discussion;conclusion","terminology","preclinical-translational-experiments","vocabulary","mixed","ccr-2025-immunotherapy-17","39466024;40208070;40343815;40499141;40828417;41026583","subsection-synthesis","ccr-2025-immunotherapy-fulltext-language.md","Vocabulary and collocation bank","Basic and translational experiments","269","conventional-term-or-collocation"
"CCRLANG-0171","2026-09-26","loss-of-function perturbation","methods","introduction;results;discussion;conclusion","terminology","preclinical-translational-experiments","vocabulary","mixed","ccr-2025-immunotherapy-17","39466024;40208070;40343815;40499141;40828417;41026583","subsection-synthesis","ccr-2025-immunotherapy-fulltext-language.md","Vocabulary and collocation bank","Basic and translational experiments","270","conventional-term-or-collocation"
"CCRLANG-0172","2026-09-26","rescue experiment","methods","introduction;results;discussion;conclusion","terminology","preclinical-translational-experiments","vocabulary","mixed","ccr-2025-immunotherapy-17","39466024;40208070;40343815;40499141;40828417;41026583","subsection-synthesis","ccr-2025-immunotherapy-fulltext-language.md","Vocabulary and collocation bank","Basic and translational experiments","270","conventional-term-or-collocation"
"CCRLANG-0173","2026-09-26","blinded histopathologic assessment","methods","introduction;results;discussion;conclusion","terminology","preclinical-translational-experiments","vocabulary","mixed","ccr-2025-immunotherapy-17","39466024;40208070;40343815;40499141;40828417;41026583","subsection-synthesis","ccr-2025-immunotherapy-fulltext-language.md","Vocabulary and collocation bank","Basic and translational experiments","271","conventional-term-or-collocation"
"CCRLANG-0174","2026-09-26","orthogonal assay confirmation","methods","introduction;results;discussion;conclusion","terminology","preclinical-translational-experiments","vocabulary","mixed","ccr-2025-immunotherapy-17","39466024;40208070;40343815;40499141;40828417;41026583","subsection-synthesis","ccr-2025-immunotherapy-fulltext-language.md","Vocabulary and collocation bank","Basic and translational experiments","272","conventional-term-or-collocation"
"CCRLANG-0175","2026-09-26","reduced tumor volume","methods","introduction;results;discussion;conclusion","terminology","preclinical-translational-experiments","vocabulary","mixed","ccr-2025-immunotherapy-17","39466024;40208070;40343815;40499141;40828417;41026583","subsection-synthesis","ccr-2025-immunotherapy-fulltext-language.md","Vocabulary and collocation bank","Basic and translational experiments","274","conventional-term-or-collocation"
"CCRLANG-0176","2026-09-26","delayed growth","methods","introduction;results;discussion;conclusion","terminology","preclinical-translational-experiments","vocabulary","mixed","ccr-2025-immunotherapy-17","39466024;40208070;40343815;40499141;40828417;41026583","subsection-synthesis","ccr-2025-immunotherapy-fulltext-language.md","Vocabulary and collocation bank","Basic and translational experiments","274","conventional-term-or-collocation"
"CCRLANG-0177","2026-09-26","induced regression","methods","introduction;results;discussion;conclusion","terminology","preclinical-translational-experiments","vocabulary","mixed","ccr-2025-immunotherapy-17","39466024;40208070;40343815;40499141;40828417;41026583","subsection-synthesis","ccr-2025-immunotherapy-fulltext-language.md","Vocabulary and collocation bank","Basic and translational experiments","274","conventional-term-or-collocation"
"CCRLANG-0178","2026-09-26","prolonged murine survival","methods","introduction;results;discussion;conclusion","terminology","preclinical-translational-experiments","vocabulary","mixed","ccr-2025-immunotherapy-17","39466024;40208070;40343815;40499141;40828417;41026583","subsection-synthesis","ccr-2025-immunotherapy-fulltext-language.md","Vocabulary and collocation bank","Basic and translational experiments","274","conventional-term-or-collocation"
"CCRLANG-0179","2026-09-26","eradicated","methods","introduction;results;discussion;conclusion","terminology","preclinical-translational-experiments","vocabulary","mixed","ccr-2025-immunotherapy-17","39466024;40208070;40343815;40499141;40828417;41026583","subsection-synthesis","ccr-2025-immunotherapy-fulltext-language.md","Vocabulary and collocation bank","Basic and translational experiments","274","conventional-term-or-collocation"
"CCRLANG-0180","2026-09-26","population pharmacokinetic model-derived exposure metric","methods","abstract;results;discussion;conclusion","terminology","pharmacokinetics-exposure-response","vocabulary","mixed","ccr-2025-immunotherapy-17","40343815;40499141;40928991","subsection-synthesis","ccr-2025-immunotherapy-fulltext-language.md","Vocabulary and collocation bank","Pharmacokinetics and exposure-response modeling","278","conventional-term-or-collocation"
"CCRLANG-0181","2026-09-26","average concentration over the first treatment cycle","methods","abstract;results;discussion;conclusion","terminology","pharmacokinetics-exposure-response","vocabulary","mixed","ccr-2025-immunotherapy-17","40343815;40499141;40928991","subsection-synthesis","ccr-2025-immunotherapy-fulltext-language.md","Vocabulary and collocation bank","Pharmacokinetics and exposure-response modeling","279","conventional-term-or-collocation"
"CCRLANG-0182","2026-09-26","maximum concentration","methods","abstract;results;discussion;conclusion","terminology","pharmacokinetics-exposure-response","vocabulary","mixed","ccr-2025-immunotherapy-17","40343815;40499141;40928991","subsection-synthesis","ccr-2025-immunotherapy-fulltext-language.md","Vocabulary and collocation bank","Pharmacokinetics and exposure-response modeling","280","conventional-term-or-collocation"
"CCRLANG-0183","2026-09-26","trough concentration","methods","abstract;results;discussion;conclusion","terminology","pharmacokinetics-exposure-response","vocabulary","mixed","ccr-2025-immunotherapy-17","40343815;40499141;40928991","subsection-synthesis","ccr-2025-immunotherapy-fulltext-language.md","Vocabulary and collocation bank","Pharmacokinetics and exposure-response modeling","280","conventional-term-or-collocation"
"CCRLANG-0184","2026-09-26","logistic Emax model","methods","abstract;results;discussion;conclusion","terminology","pharmacokinetics-exposure-response","vocabulary","mixed","ccr-2025-immunotherapy-17","40343815;40499141;40928991","subsection-synthesis","ccr-2025-immunotherapy-fulltext-language.md","Vocabulary and collocation bank","Pharmacokinetics and exposure-response modeling","281","conventional-term-or-collocation"
"CCRLANG-0185","2026-09-26","inhibitory Emax model","methods","abstract;results;discussion;conclusion","terminology","pharmacokinetics-exposure-response","vocabulary","mixed","ccr-2025-immunotherapy-17","40343815;40499141;40928991","subsection-synthesis","ccr-2025-immunotherapy-fulltext-language.md","Vocabulary and collocation bank","Pharmacokinetics and exposure-response modeling","282","conventional-term-or-collocation"
"CCRLANG-0186","2026-09-26","log-linear time-to-event model","methods","abstract;results;discussion;conclusion","terminology","pharmacokinetics-exposure-response","vocabulary","mixed","ccr-2025-immunotherapy-17","40343815;40499141;40928991","subsection-synthesis","ccr-2025-immunotherapy-fulltext-language.md","Vocabulary and collocation bank","Pharmacokinetics and exposure-response modeling","283","conventional-term-or-collocation"
"CCRLANG-0187","2026-09-26","exposure-efficacy relationship","methods","abstract;results;discussion;conclusion","terminology","pharmacokinetics-exposure-response","vocabulary","mixed","ccr-2025-immunotherapy-17","40343815;40499141;40928991","subsection-synthesis","ccr-2025-immunotherapy-fulltext-language.md","Vocabulary and collocation bank","Pharmacokinetics and exposure-response modeling","284","conventional-term-or-collocation"
"CCRLANG-0188","2026-09-26","exposure-safety relationship","methods","abstract;results;discussion;conclusion","terminology","pharmacokinetics-exposure-response","vocabulary","mixed","ccr-2025-immunotherapy-17","40343815;40499141;40928991","subsection-synthesis","ccr-2025-immunotherapy-fulltext-language.md","Vocabulary and collocation bank","Pharmacokinetics and exposure-response modeling","285","conventional-term-or-collocation"
"CCRLANG-0189","2026-09-26","efficacy plateau","methods","abstract;results;discussion;conclusion","terminology","pharmacokinetics-exposure-response","vocabulary","mixed","ccr-2025-immunotherapy-17","40343815;40499141;40928991","subsection-synthesis","ccr-2025-immunotherapy-fulltext-language.md","Vocabulary and collocation bank","Pharmacokinetics and exposure-response modeling","286","conventional-term-or-collocation"
"CCRLANG-0190","2026-09-26","near-maximal response","methods","abstract;results;discussion;conclusion","terminology","pharmacokinetics-exposure-response","vocabulary","mixed","ccr-2025-immunotherapy-17","40343815;40499141;40928991","subsection-synthesis","ccr-2025-immunotherapy-fulltext-language.md","Vocabulary and collocation bank","Pharmacokinetics and exposure-response modeling","286","conventional-term-or-collocation"
"CCRLANG-0191","2026-09-26","model selection by Bayesian information criterion","methods","abstract;results;discussion;conclusion","terminology","pharmacokinetics-exposure-response","vocabulary","mixed","ccr-2025-immunotherapy-17","40343815;40499141;40928991","subsection-synthesis","ccr-2025-immunotherapy-fulltext-language.md","Vocabulary and collocation bank","Pharmacokinetics and exposure-response modeling","287","conventional-term-or-collocation"
"CCRLANG-0192","2026-09-26","model predictive check","methods","abstract;results;discussion;conclusion","terminology","pharmacokinetics-exposure-response","vocabulary","mixed","ccr-2025-immunotherapy-17","40343815;40499141;40928991","subsection-synthesis","ccr-2025-immunotherapy-fulltext-language.md","Vocabulary and collocation bank","Pharmacokinetics and exposure-response modeling","288","conventional-term-or-collocation"
"CCRLANG-0193","2026-09-26","forward inclusion and backward elimination","methods","abstract;results;discussion;conclusion","terminology","pharmacokinetics-exposure-response","vocabulary","mixed","ccr-2025-immunotherapy-17","40343815;40499141;40928991","subsection-synthesis","ccr-2025-immunotherapy-fulltext-language.md","Vocabulary and collocation bank","Pharmacokinetics and exposure-response modeling","289","conventional-term-or-collocation"
"CCRLANG-0194","2026-09-26","covariate-based dose adjustment","methods","abstract;results;discussion;conclusion","terminology","pharmacokinetics-exposure-response","vocabulary","mixed","ccr-2025-immunotherapy-17","40343815;40499141;40928991","subsection-synthesis","ccr-2025-immunotherapy-fulltext-language.md","Vocabulary and collocation bank","Pharmacokinetics and exposure-response modeling","290","conventional-term-or-collocation"
"CCRLANG-0195","2026-09-26","totality of exposure-response evidence","methods","abstract;results;discussion;conclusion","terminology","pharmacokinetics-exposure-response","vocabulary","mixed","ccr-2025-immunotherapy-17","40343815;40499141;40928991","subsection-synthesis","ccr-2025-immunotherapy-fulltext-language.md","Vocabulary and collocation bank","Pharmacokinetics and exposure-response modeling","291","conventional-term-or-collocation"
"CCRLANG-0196","2026-09-26","objective response rate","results","abstract;methods;discussion;conclusion","terminology","efficacy-safety-statistics","vocabulary","mixed","ccr-2025-immunotherapy-17","39466024;39545922;39576208;39786430;39821070;40208070;40247431;40343815;40499141;40552922;40553459;40788282;40828417;40864503;40928991;41026583;41065506","batch-synthesis","ccr-2025-immunotherapy-fulltext-language.md","Vocabulary and collocation bank","Efficacy, safety, and statistical reporting","297","conventional-term-or-collocation"
"CCRLANG-0197","2026-09-26","disease control rate","results","abstract;methods;discussion;conclusion","terminology","efficacy-safety-statistics","vocabulary","mixed","ccr-2025-immunotherapy-17","39466024;39545922;39576208;39786430;39821070;40208070;40247431;40343815;40499141;40552922;40553459;40788282;40828417;40864503;40928991;41026583;41065506","batch-synthesis","ccr-2025-immunotherapy-fulltext-language.md","Vocabulary and collocation bank","Efficacy, safety, and statistical reporting","297","conventional-term-or-collocation"
"CCRLANG-0198","2026-09-26","duration of response","results","abstract;methods;discussion;conclusion","terminology","efficacy-safety-statistics","vocabulary","mixed","ccr-2025-immunotherapy-17","39466024;39545922;39576208;39786430;39821070;40208070;40247431;40343815;40499141;40552922;40553459;40788282;40828417;40864503;40928991;41026583;41065506","batch-synthesis","ccr-2025-immunotherapy-fulltext-language.md","Vocabulary and collocation bank","Efficacy, safety, and statistical reporting","298","conventional-term-or-collocation"
"CCRLANG-0199","2026-09-26","best overall response","results","abstract;methods;discussion;conclusion","terminology","efficacy-safety-statistics","vocabulary","mixed","ccr-2025-immunotherapy-17","39466024;39545922;39576208;39786430;39821070;40208070;40247431;40343815;40499141;40552922;40553459;40788282;40828417;40864503;40928991;41026583;41065506","batch-synthesis","ccr-2025-immunotherapy-fulltext-language.md","Vocabulary and collocation bank","Efficacy, safety, and statistical reporting","299","conventional-term-or-collocation"
"CCRLANG-0200","2026-09-26","investigator-assessed","results","abstract;methods;discussion;conclusion","terminology","efficacy-safety-statistics","vocabulary","mixed","ccr-2025-immunotherapy-17","39466024;39545922;39576208;39786430;39821070;40208070;40247431;40343815;40499141;40552922;40553459;40788282;40828417;40864503;40928991;41026583;41065506","batch-synthesis","ccr-2025-immunotherapy-fulltext-language.md","Vocabulary and collocation bank","Efficacy, safety, and statistical reporting","300","conventional-term-or-collocation"
"CCRLANG-0201","2026-09-26","independent central review","results","abstract;methods;discussion;conclusion","terminology","efficacy-safety-statistics","vocabulary","mixed","ccr-2025-immunotherapy-17","39466024;39545922;39576208;39786430;39821070;40208070;40247431;40343815;40499141;40552922;40553459;40788282;40828417;40864503;40928991;41026583;41065506","batch-synthesis","ccr-2025-immunotherapy-fulltext-language.md","Vocabulary and collocation bank","Efficacy, safety, and statistical reporting","300","conventional-term-or-collocation"
"CCRLANG-0202","2026-09-26","median follow-up","results","abstract;methods;discussion;conclusion","terminology","efficacy-safety-statistics","vocabulary","mixed","ccr-2025-immunotherapy-17","39466024;39545922;39576208;39786430;39821070;40208070;40247431;40343815;40499141;40552922;40553459;40788282;40828417;40864503;40928991;41026583;41065506","batch-synthesis","ccr-2025-immunotherapy-fulltext-language.md","Vocabulary and collocation bank","Efficacy, safety, and statistical reporting","301","conventional-term-or-collocation"
"CCRLANG-0203","2026-09-26","median was not reached","results","abstract;methods;discussion;conclusion","terminology","efficacy-safety-statistics","vocabulary","mixed","ccr-2025-immunotherapy-17","39466024;39545922;39576208;39786430;39821070;40208070;40247431;40343815;40499141;40552922;40553459;40788282;40828417;40864503;40928991;41026583;41065506","batch-synthesis","ccr-2025-immunotherapy-fulltext-language.md","Vocabulary and collocation bank","Efficacy, safety, and statistical reporting","302","conventional-term-or-collocation"
"CCRLANG-0204","2026-09-26","confidence interval was not estimable","results","abstract;methods;discussion;conclusion","terminology","efficacy-safety-statistics","vocabulary","mixed","ccr-2025-immunotherapy-17","39466024;39545922;39576208;39786430;39821070;40208070;40247431;40343815;40499141;40552922;40553459;40788282;40828417;40864503;40928991;41026583;41065506","batch-synthesis","ccr-2025-immunotherapy-fulltext-language.md","Vocabulary and collocation bank","Efficacy, safety, and statistical reporting","302","conventional-term-or-collocation"
"CCRLANG-0205","2026-09-26","exact Clopper-Pearson confidence interval","results","abstract;methods;discussion;conclusion","terminology","efficacy-safety-statistics","vocabulary","mixed","ccr-2025-immunotherapy-17","39466024;39545922;39576208;39786430;39821070;40208070;40247431;40343815;40499141;40552922;40553459;40788282;40828417;40864503;40928991;41026583;41065506","batch-synthesis","ccr-2025-immunotherapy-fulltext-language.md","Vocabulary and collocation bank","Efficacy, safety, and statistical reporting","303","conventional-term-or-collocation"
"CCRLANG-0206","2026-09-26","Kaplan-Meier estimate","results","abstract;methods;discussion;conclusion","terminology","efficacy-safety-statistics","vocabulary","mixed","ccr-2025-immunotherapy-17","39466024;39545922;39576208;39786430;39821070;40208070;40247431;40343815;40499141;40552922;40553459;40788282;40828417;40864503;40928991;41026583;41065506","batch-synthesis","ccr-2025-immunotherapy-fulltext-language.md","Vocabulary and collocation bank","Efficacy, safety, and statistical reporting","304","conventional-term-or-collocation"
"CCRLANG-0207","2026-09-26","Brookmeyer-Crowley confidence interval","results","abstract;methods;discussion;conclusion","terminology","efficacy-safety-statistics","vocabulary","mixed","ccr-2025-immunotherapy-17","39466024;39545922;39576208;39786430;39821070;40208070;40247431;40343815;40499141;40552922;40553459;40788282;40828417;40864503;40928991;41026583;41065506","batch-synthesis","ccr-2025-immunotherapy-fulltext-language.md","Vocabulary and collocation bank","Efficacy, safety, and statistical reporting","305","conventional-term-or-collocation"
"CCRLANG-0208","2026-09-26","Simon two-stage minimax design","results","abstract;methods;discussion;conclusion","terminology","efficacy-safety-statistics","vocabulary","mixed","ccr-2025-immunotherapy-17","39466024;39545922;39576208;39786430;39821070;40208070;40247431;40343815;40499141;40552922;40553459;40788282;40828417;40864503;40928991;41026583;41065506","batch-synthesis","ccr-2025-immunotherapy-fulltext-language.md","Vocabulary and collocation bank","Efficacy, safety, and statistical reporting","306","conventional-term-or-collocation"
"CCRLANG-0209","2026-09-26","continuous reassessment method","results","abstract;methods;discussion;conclusion","terminology","efficacy-safety-statistics","vocabulary","mixed","ccr-2025-immunotherapy-17","39466024;39545922;39576208;39786430;39821070;40208070;40247431;40343815;40499141;40552922;40553459;40788282;40828417;40864503;40928991;41026583;41065506","batch-synthesis","ccr-2025-immunotherapy-fulltext-language.md","Vocabulary and collocation bank","Efficacy, safety, and statistical reporting","307","conventional-term-or-collocation"
"CCRLANG-0210","2026-09-26","restricted cubic spline","results","abstract;methods;discussion;conclusion","terminology","efficacy-safety-statistics","vocabulary","mixed","ccr-2025-immunotherapy-17","39466024;39545922;39576208;39786430;39821070;40208070;40247431;40343815;40499141;40552922;40553459;40788282;40828417;40864503;40928991;41026583;41065506","batch-synthesis","ccr-2025-immunotherapy-fulltext-language.md","Vocabulary and collocation bank","Efficacy, safety, and statistical reporting","308","conventional-term-or-collocation"
"CCRLANG-0211","2026-09-26","time-varying Cox model","results","abstract;methods;discussion;conclusion","terminology","efficacy-safety-statistics","vocabulary","mixed","ccr-2025-immunotherapy-17","39466024;39545922;39576208;39786430;39821070;40208070;40247431;40343815;40499141;40552922;40553459;40788282;40828417;40864503;40928991;41026583;41065506","batch-synthesis","ccr-2025-immunotherapy-fulltext-language.md","Vocabulary and collocation bank","Efficacy, safety, and statistical reporting","309","conventional-term-or-collocation"
"CCRLANG-0212","2026-09-26","inverse probability weighting for missingness","results","abstract;methods;discussion;conclusion","terminology","efficacy-safety-statistics","vocabulary","mixed","ccr-2025-immunotherapy-17","39466024;39545922;39576208;39786430;39821070;40208070;40247431;40343815;40499141;40552922;40553459;40788282;40828417;40864503;40928991;41026583;41065506","batch-synthesis","ccr-2025-immunotherapy-fulltext-language.md","Vocabulary and collocation bank","Efficacy, safety, and statistical reporting","310","conventional-term-or-collocation"
"CCRLANG-0213","2026-09-26","mixed-effects model","results","abstract;methods;discussion;conclusion","terminology","efficacy-safety-statistics","vocabulary","mixed","ccr-2025-immunotherapy-17","39466024;39545922;39576208;39786430;39821070;40208070;40247431;40343815;40499141;40552922;40553459;40788282;40828417;40864503;40928991;41026583;41065506","batch-synthesis","ccr-2025-immunotherapy-fulltext-language.md","Vocabulary and collocation bank","Efficacy, safety, and statistical reporting","311","conventional-term-or-collocation"
"CCRLANG-0214","2026-09-26","Benjamini-Hochberg false-discovery-rate control","results","abstract;methods;discussion;conclusion","terminology","efficacy-safety-statistics","vocabulary","mixed","ccr-2025-immunotherapy-17","39466024;39545922;39576208;39786430;39821070;40208070;40247431;40343815;40499141;40552922;40553459;40788282;40828417;40864503;40928991;41026583;41065506","batch-synthesis","ccr-2025-immunotherapy-fulltext-language.md","Vocabulary and collocation bank","Efficacy, safety, and statistical reporting","312","conventional-term-or-collocation"
"CCRLANG-0215","2026-09-26","nominal P value without multiplicity adjustment","results","abstract;methods;discussion;conclusion","terminology","efficacy-safety-statistics","vocabulary","mixed","ccr-2025-immunotherapy-17","39466024;39545922;39576208;39786430;39821070;40208070;40247431;40343815;40499141;40552922;40553459;40788282;40828417;40864503;40928991;41026583;41065506","batch-synthesis","ccr-2025-immunotherapy-fulltext-language.md","Vocabulary and collocation bank","Efficacy, safety, and statistical reporting","313","conventional-term-or-collocation"
"CCRLANG-0216","2026-09-26","wide confidence interval","results","abstract;methods;discussion;conclusion","terminology","efficacy-safety-statistics","vocabulary","mixed","ccr-2025-immunotherapy-17","39466024;39545922;39576208;39786430;39821070;40208070;40247431;40343815;40499141;40552922;40553459;40788282;40828417;40864503;40928991;41026583;41065506","batch-synthesis","ccr-2025-immunotherapy-fulltext-language.md","Vocabulary and collocation bank","Efficacy, safety, and statistical reporting","314","conventional-term-or-collocation"
"CCRLANG-0217","2026-09-26","imprecise estimate","results","abstract;methods;discussion;conclusion","terminology","efficacy-safety-statistics","vocabulary","mixed","ccr-2025-immunotherapy-17","39466024;39545922;39576208;39786430;39821070;40208070;40247431;40343815;40499141;40552922;40553459;40788282;40828417;40864503;40928991;41026583;41065506","batch-synthesis","ccr-2025-immunotherapy-fulltext-language.md","Vocabulary and collocation bank","Efficacy, safety, and statistical reporting","314","conventional-term-or-collocation"
"CCRLANG-0218","2026-09-26","treatment-emergent adverse event","results","abstract;methods;discussion;conclusion","terminology","efficacy-safety-statistics","vocabulary","mixed","ccr-2025-immunotherapy-17","39466024;39545922;39576208;39786430;39821070;40208070;40247431;40343815;40499141;40552922;40553459;40788282;40828417;40864503;40928991;41026583;41065506","batch-synthesis","ccr-2025-immunotherapy-fulltext-language.md","Vocabulary and collocation bank","Efficacy, safety, and statistical reporting","315","conventional-term-or-collocation"
"CCRLANG-0219","2026-09-26","treatment-related adverse event","results","abstract;methods;discussion;conclusion","terminology","efficacy-safety-statistics","vocabulary","mixed","ccr-2025-immunotherapy-17","39466024;39545922;39576208;39786430;39821070;40208070;40247431;40343815;40499141;40552922;40553459;40788282;40828417;40864503;40928991;41026583;41065506","batch-synthesis","ccr-2025-immunotherapy-fulltext-language.md","Vocabulary and collocation bank","Efficacy, safety, and statistical reporting","315","conventional-term-or-collocation"
"CCRLANG-0220","2026-09-26","immune-related treatment-emergent adverse event","results","abstract;methods;discussion;conclusion","terminology","efficacy-safety-statistics","vocabulary","mixed","ccr-2025-immunotherapy-17","39466024;39545922;39576208;39786430;39821070;40208070;40247431;40343815;40499141;40552922;40553459;40788282;40828417;40864503;40928991;41026583;41065506","batch-synthesis","ccr-2025-immunotherapy-fulltext-language.md","Vocabulary and collocation bank","Efficacy, safety, and statistical reporting","316","conventional-term-or-collocation"
"CCRLANG-0221","2026-09-26","dose-limiting toxicity","results","abstract;methods;discussion;conclusion","terminology","efficacy-safety-statistics","vocabulary","mixed","ccr-2025-immunotherapy-17","39466024;39545922;39576208;39786430;39821070;40208070;40247431;40343815;40499141;40552922;40553459;40788282;40828417;40864503;40928991;41026583;41065506","batch-synthesis","ccr-2025-immunotherapy-fulltext-language.md","Vocabulary and collocation bank","Efficacy, safety, and statistical reporting","317","conventional-term-or-collocation"
"CCRLANG-0222","2026-09-26","cytokine release syndrome","results","abstract;methods;discussion;conclusion","terminology","efficacy-safety-statistics","vocabulary","mixed","ccr-2025-immunotherapy-17","39466024;39545922;39576208;39786430;39821070;40208070;40247431;40343815;40499141;40552922;40553459;40788282;40828417;40864503;40928991;41026583;41065506","batch-synthesis","ccr-2025-immunotherapy-fulltext-language.md","Vocabulary and collocation bank","Efficacy, safety, and statistical reporting","318","conventional-term-or-collocation"
"CCRLANG-0223","2026-09-26","immune effector cell-associated neurotoxicity syndrome","results","abstract;methods;discussion;conclusion","terminology","efficacy-safety-statistics","vocabulary","mixed","ccr-2025-immunotherapy-17","39466024;39545922;39576208;39786430;39821070;40208070;40247431;40343815;40499141;40552922;40553459;40788282;40828417;40864503;40928991;41026583;41065506","batch-synthesis","ccr-2025-immunotherapy-fulltext-language.md","Vocabulary and collocation bank","Efficacy, safety, and statistical reporting","318","conventional-term-or-collocation"
"CCRLANG-0224","2026-09-26","adverse event leading to discontinuation","results","abstract;methods;discussion;conclusion","terminology","efficacy-safety-statistics","vocabulary","mixed","ccr-2025-immunotherapy-17","39466024;39545922;39576208;39786430;39821070;40208070;40247431;40343815;40499141;40552922;40553459;40788282;40828417;40864503;40928991;41026583;41065506","batch-synthesis","ccr-2025-immunotherapy-fulltext-language.md","Vocabulary and collocation bank","Efficacy, safety, and statistical reporting","319","conventional-term-or-collocation"
"CCRLANG-0225","2026-09-26","no treatment-related deaths were reported","results","abstract;methods;discussion;conclusion","terminology","efficacy-safety-statistics","vocabulary","mixed","ccr-2025-immunotherapy-17","39466024;39545922;39576208;39786430;39821070;40208070;40247431;40343815;40499141;40552922;40553459;40788282;40828417;40864503;40928991;41026583;41065506","batch-synthesis","ccr-2025-immunotherapy-fulltext-language.md","Vocabulary and collocation bank","Efficacy, safety, and statistical reporting","320","conventional-term-or-collocation"
"CCRLANG-0226","2026-09-26","equivalent","results","abstract;methods;discussion;conclusion","terminology","efficacy-safety-statistics","vocabulary","mixed","ccr-2025-immunotherapy-17","39466024;39545922;39576208;39786430;39821070;40208070;40247431;40343815;40499141;40552922;40553459;40788282;40828417;40864503;40928991;41026583;41065506","batch-synthesis","ccr-2025-immunotherapy-fulltext-language.md","Vocabulary and collocation bank","Efficacy, safety, and statistical reporting","322","conventional-term-or-collocation"
"CCRLANG-0227","2026-09-26","[Therapy] has improved outcomes in [disease setting], but primary and acquired resistance remain common.","introduction","abstract-background;abstract-objective","background-gap-objective","mixed-biomedical","sentence-frame","mixed","ccr-2025-immunotherapy-17","39466024;39545922;39576208;39786430;39821070;40208070;40247431;40343815;40499141;40552922;40553459;40788282;40828417;40864503;40928991;41026583;41065506","batch-synthesis","ccr-2025-immunotherapy-fulltext-language.md","Section-specific synthetic sentence frames","Introduction: problem, mechanism, and gap","330","synthetic-frame"
"CCRLANG-0228","2026-09-26","The clinical activity of [therapy] is constrained by [target heterogeneity, immune suppression, trafficking, or manufacturing attrition].","introduction","abstract-background;abstract-objective","background-gap-objective","mixed-biomedical","sentence-frame","mixed","ccr-2025-immunotherapy-17","39466024;39545922;39576208;39786430;39821070;40208070;40247431;40343815;40499141;40552922;40553459;40788282;40828417;40864503;40928991;41026583;41065506","batch-synthesis","ccr-2025-immunotherapy-fulltext-language.md","Section-specific synthetic sentence frames","Introduction: problem, mechanism, and gap","331","synthetic-frame"
"CCRLANG-0229","2026-09-26","[Biomarker] is associated with [outcome], yet its predictive value beyond [established marker] remains uncertain.","introduction","abstract-background;abstract-objective","background-gap-objective","mixed-biomedical","sentence-frame","mixed","ccr-2025-immunotherapy-17","39466024;39545922;39576208;39786430;39821070;40208070;40247431;40343815;40499141;40552922;40553459;40788282;40828417;40864503;40928991;41026583;41065506","batch-synthesis","ccr-2025-immunotherapy-fulltext-language.md","Section-specific synthetic sentence frames","Introduction: problem, mechanism, and gap","332","synthetic-frame"
