pmid,journal,year,supplied_pdf_version,archived_pdf_count,sha256,physical_pages,checked_on,scope
39704655,Clinical Cancer Research,2025,author_manuscript,1,ec00d3c0e9d402ef878abb5d20474d576a3c8848e59b6fc21fbddd30873487bd,18,2026-09-19,identity/header only; not a new scientific read
39786430,Clinical Cancer Research,2025,not_classified_by_header,1,161475ef37513dd386391420ab7f34295e1ad0e01f605a8baff57fde4c37e6b1,12,2026-09-19,identity/header only; not a new scientific read
39804166,Clinical Cancer Research,2025,publisher_main_pdf,1,238c89c029a713a161255a6c9bddc5f9fe03424ccbf92e6f1650239613795f03,13,2026-09-20,supplied-version identity; scientific main-read evidence in ccr-2025-genomics-2026-09-20-language.md
39821070,Clinical Cancer Research,2025,not_classified_by_header,1,5f9d04efbd88da8f05ec4f1266bcb720fdc2300a8c9d34e16364c1bc17b4da51,10,2026-09-19,identity/header only; not a new scientific read
39836372,Clinical Cancer Research,2025,not_classified_by_header,1,208c2164219030d690c494474e477bbfea5fe9178ec5c5a9b4025b5b2270312d,10,2026-09-19,identity/header only; not a new scientific read
39836411,Clinical Cancer Research,2025,author_manuscript,1,906d4aeb1ee7d47886083cbc9a82285b0b66ede112cd569c35c66fee0c80b9f6,29,2026-09-20,supplied-version identity; scientific main-read evidence in ccr-2025-genomics-2026-09-20-language.md
39841860,Clinical Cancer Research,2025,author_manuscript,1,63eade82c7979fe4853ec7687e8affb699011bc7159bd772a41bfa6a35bc34ab,17,2026-09-19,identity/header only; not a new scientific read
39853318,Clinical Cancer Research,2025,publisher_main_pdf,1,3ce365040f2b48f5b03720e1d6f3dc1fcd786ad5da6d00681c0be66d064d506c,10,2026-09-20,supplied-version identity; scientific main-read evidence in ccr-2025-genomics-2026-09-20-language.md
39864548,Journal of Thoracic Oncology,2025,not_classified_by_header,1,8338f6e348cdf1d3891b71acc163fe4b92630f688d6647fd9e5c944c875cc51c,14,2026-09-19,identity/header only; not a new scientific read
39879384,Clinical Cancer Research,2025,author_manuscript,1,fea6567636d55d307db32aef251b8f59ddd9160232cda2f87f5d8158170b526c,26,2026-09-19,identity/header only; not a new scientific read
39887260,Clinical Cancer Research,2025,publisher_main_pdf,1,abacdebcfa699a6b1d8078b9fcdb4a5bdfd96e7924b959e49ea110a44177be3c,7,2026-09-20,supplied-version identity; scientific main-read evidence in ccr-2025-genomics-2026-09-20-language.md
40047548,Clinical Cancer Research,2025,author_manuscript,1,78f46616cce817cac3cd3cf61755212f998634c587bcba518670aa46d33a9e02,23,2026-09-20,supplied-version identity; scientific main-read evidence in ccr-2025-genomics-2026-09-20-language.md
40162917,Clinical Cancer Research,2025,not_classified_by_header,1,855640641c34509ed59a6cd4403590ce4d2d0ab38ddc2ea11a8670ff9cd902e2,10,2026-09-19,identity/header only; not a new scientific read
40208070,Clinical Cancer Research,2025,author_manuscript,1,2901eb52be9132262b07e21635630793f3a4f53f977adbfe0be7db447f1391e2,33,2026-09-19,identity/header only; not a new scientific read
40247431,Clinical Cancer Research,2025,author_manuscript,1,7f571f615fe24ff7d5f573aa0c2ecd996c96e718b24e95cfd24681db3f7fed11,26,2026-09-19,identity/header only; not a new scientific read
40260627,Clinical Cancer Research,2025,not_classified_by_header,1,114ab54110a26e13e9840d7127296e8e4f5591b36a94854af35a02edf75fdd2a,8,2026-09-19,identity/header only; not a new scientific read
40261185,Clinical Cancer Research,2025,publisher_main_pdf,1,5f080a1392bfaf9703780440c4f5a296bcaa0e6aaccc191fb670fd7cdb702910,11,2026-09-20,supplied-version identity; scientific main-read evidence in ccr-2025-genomics-2026-09-20-language.md
40299768,Clinical Cancer Research,2025,not_classified_by_header,1,ec71c193a86866b66ca34dbedb600565cec934d6c96a3eacef27cc2715234ac8,14,2026-09-19,identity/header only; not a new scientific read
40310449,Clinical Cancer Research,2025,publisher_main_pdf,1,d2e88c490d060482bcc35655f828587fbb7bd0816a1bf939fb367d8bdfb885ef,10,2026-09-20,supplied-version identity; scientific main-read evidence in ccr-2025-genomics-2026-09-20-language.md
40343815,Clinical Cancer Research,2025,not_classified_by_header,1,71a29082de417bd69b45155b83dcf83aadd4da7bfa043324a0e421118c5b39c6,13,2026-09-19,identity/header only; not a new scientific read
40465424,Clinical Cancer Research,2025,not_classified_by_header,1,57542a317556047f0493db87398fa2b73321699f6ccac8eb062cb0901c49ff76,17,2026-09-19,identity/header only; not a new scientific read
40465842,Clinical Cancer Research,2025,author_manuscript,1,a1139c78174c16d98f0e9f9cfe11d17f6cdd4c374b6e0f80d254763a8a68f9a3,25,2026-09-20,supplied-version identity; scientific main-read evidence in ccr-2025-genomics-2026-09-20-language.md
40499141,Clinical Cancer Research,2025,not_classified_by_header,1,3ba4cd5e47170a4e5708791640a1ca56392880ca67fbf081c726c631ccc33480,13,2026-09-19,identity/header only; not a new scientific read
40552922,Clinical Cancer Research,2025,not_classified_by_header,1,4f56f5d0b66936052dda520852f33b96b3f84a702817afa139bfa58f45149930,9,2026-09-19,identity/header only; not a new scientific read
40553459,Clinical Cancer Research,2025,not_classified_by_header,1,f402ec2a720d530a7a06fe3d071c7b30ba027e13806ee9018a332cd2851d9fd5,7,2026-09-19,identity/header only; not a new scientific read
40788282,Clinical Cancer Research,2025,author_manuscript,1,d9291b48f844b74c1c85070adb9c2a434ccdce181d970dd0815afd0c2bb908f2,13,2026-09-19,identity/header only; not a new scientific read
40828417,Clinical Cancer Research,2025,author_manuscript,2,faeb181555ad893803bce649c4f4c2a4d7c79fbeef6783967751a1551a689aee;faeb181555ad893803bce649c4f4c2a4d7c79fbeef6783967751a1551a689aee,37;37,2026-09-19,identity/header only; not a new scientific read
40853904,Clinical Cancer Research,2025,not_classified_by_header,1,fb009024c7a6364156d82052fa5b09df94f4e6783f5f107497ae97286c3414ea,18,2026-09-19,identity/header only; not a new scientific read
40864503,Clinical Cancer Research,2025,not_classified_by_header,1,2cd656d2434bf72d0e7775071ae755b3e5bc16fe7c9f1a1d6e0d75a82dd49efb,12,2026-09-19,identity/header only; not a new scientific read
40880183,Clinical Cancer Research,2025,author_manuscript,1,2f77a2ccf539d6677e12db2da7bf8945b36b7cb60f9cc02ed328d268de3b46de,23,2026-09-19,identity/header only; not a new scientific read
40911432,Clinical Cancer Research,2025,author_manuscript,1,41167577d5ace8d816fe1918994c423b8da4ac2a1c8747497790a2f655d22be9,20,2026-09-19,identity/header only; not a new scientific read
40928991,Clinical Cancer Research,2025,not_classified_by_header,1,ec06e8aa9f4092d2cfcae78feb39e172127855f1fa4f50c837b72933f77538ea,10,2026-09-19,identity/header only; not a new scientific read
40932352,Clinical Cancer Research,2025,not_classified_by_header,1,ee1d338d81dc97b8a055efd733c1e4f63e0768cf9b5b922d6e0de81cd3462c93,11,2026-09-19,identity/header only; not a new scientific read
41026583,Clinical Cancer Research,2025,author_manuscript,1,1b801192d1d1b8a3749a7c341bc177743a0db66a9cdb670995d1cf2c3e5967b9,36,2026-09-19,identity/header only; not a new scientific read
41065506,Clinical Cancer Research,2025,author_manuscript,1,a7c7f0c2c6f99bc2fd2f37f7b0dea1b1b44efbbbed12fb9eda524402cb6eacdb,24,2026-09-19,identity/header only; not a new scientific read
41252574,Clinical Cancer Research,2026,not_classified_by_header,1,b10dcb1f18900dcc57fc156636e4d75572461e63f2b323682a9763cfb84b426f,12,2026-09-19,identity/header only; not a new scientific read
41378983,Clinical Cancer Research,2026,not_classified_by_header,1,b244855ca3eecba87cf8b74885e4367a350f60c9e0c70a382eeab746be83a756,6,2026-09-19,identity/header only; not a new scientific read
41400436,Clinical Cancer Research,2026,not_classified_by_header,1,d848d2481ed65b85c750971adeab057b3dd41c20c37d0bdf61f77383f6aeca85,17,2026-09-19,identity/header only; not a new scientific read
41417462,Clinical Cancer Research,2026,not_classified_by_header,1,3532ee70eef471e66046f91cdccae0621581006f8941e502f5a3d124a93f9556,10,2026-09-19,identity/header only; not a new scientific read
41537692,Clinical Cancer Research,2026,not_classified_by_header,1,a4ebfbd8f9ac55bf5faa983cc81c3fb6996fa65578010624e99305cb9e1e61ad,8,2026-09-19,identity/header only; not a new scientific read
41537704,Clinical Cancer Research,2026,author_manuscript,1,bfbfba3545e7b853aecf493f8b6d841c12e06e1862a78140a7f0624cfe5ba50f,26,2026-09-19,identity/header only; not a new scientific read
41543339,Clinical Cancer Research,2026,author_manuscript,1,45204c45a69ae68b0638491874ccacdb46d8901b041bb75aa34aea43c950f805,28,2026-09-19,identity/header only; not a new scientific read
41556942,Clinical Cancer Research,2026,author_manuscript,1,09fb3bd89d04ddfd8f3472f521119f54f94eb0172f145af120107cff5ee56f6b,21,2026-09-19,identity/header only; not a new scientific read
41587109,Clinical Cancer Research,2026,author_manuscript,1,9b72e0427f0104845a88825ed201d6329d771c82dfa0590ab4c55797cc8f06c0,11,2026-09-19,identity/header only; not a new scientific read
41591979,Clinical Cancer Research,2026,not_classified_by_header,1,960d70597757aec5fa91c6a290abc8d7eda2e90b1275dbf4c295cd6619345630,12,2026-09-19,identity/header only; not a new scientific read
41619904,Journal of Thoracic Oncology,2026,journal_preproof,1,703afa02a0dc2172c405143d86ab11f7b4fcd06f9036207daf1a955245dac0e8,34,2026-09-19,identity/header only; not a new scientific read
41649868,Clinical Cancer Research,2026,not_classified_by_header,1,3c58386c56034027dd51929869c48790f4e8cb013ad0f5d09079235138d07456,11,2026-09-19,identity/header only; not a new scientific read
41671081,Clinical Cancer Research,2026,not_classified_by_header,1,e0141d0bf0c989e342ae743ff63937d442aefd05c0466e8785569603c2772f49,8,2026-09-19,identity/header only; not a new scientific read
41701940,Clinical Cancer Research,2026,not_classified_by_header,1,57cfb38e803b39a56f674994b339ce26dfb36cb570e5f66eee743da611af544e,15,2026-09-19,identity/header only; not a new scientific read
41779007,Clinical Cancer Research,2026,author_manuscript,1,abfd3ae200ba390a738ca9f2caa7f7104c606eb223e908657bcebfb0909f2378,19,2026-09-19,identity/header only; not a new scientific read
41784525,Clinical Cancer Research,2026,not_classified_by_header,1,a1a7f53151e17fcf45be6984758f0c00db737c19852a235f69bd1c527ec4085d,16,2026-09-19,identity/header only; not a new scientific read
41790029,Clinical Cancer Research,2026,not_classified_by_header,1,a2d0e5b81aff98db74418e096d51448714df3668bd578d01e4f14936579b88d5,11,2026-09-19,identity/header only; not a new scientific read
41801128,Clinical Cancer Research,2026,not_classified_by_header,1,fbf72b6e41019b99e57a5f2df5bd8a5c118cb6ae7f426de4c3b00f9f34ffd076,13,2026-09-19,identity/header only; not a new scientific read
41805895,Clinical Cancer Research,2026,not_classified_by_header,1,3e2d608d146248fa068845698e53f2d8ceec92d920853cf6f1a19852ec1fa65d,14,2026-09-19,identity/header only; not a new scientific read
41817317,Clinical Cancer Research,2026,not_classified_by_header,1,d4223e167da2991a60f942aa6a44935806075ca4464d1d9ba693ada1133ebc32,12,2026-09-19,identity/header only; not a new scientific read
41837748,Clinical Cancer Research,2026,not_classified_by_header,1,da9acee79d02881bfe116e21110d915d686d3467fd73673b94ff5b53c19adaaf,20,2026-09-19,identity/header only; not a new scientific read
41849236,Clinical Cancer Research,2026,not_classified_by_header,1,b7207ca182930ec9bff8c0a2ee754d2a211ec31db19ed7d45339a74f88f7d4d1,13,2026-09-19,identity/header only; not a new scientific read
41870274,Clinical Cancer Research,2026,not_classified_by_header,1,926c2d776ad197b858c3af1ccf7e32f47347d4382e8a491b5c503e0d7f5b157a,14,2026-09-19,identity/header only; not a new scientific read
41894181,Clinical Cancer Research,2026,not_classified_by_header,1,754824d63c507f9d574334fbbd85ba09279ac678d5272b0ef4c40e46375a819c,9,2026-09-19,identity/header only; not a new scientific read
41920765,Clinical Cancer Research,2026,author_manuscript,1,853084080c5ddfd54f08d3e84b1151016faa306f440d90f60afadcb35996ca6c,29,2026-09-19,identity/header only; not a new scientific read
41932614,Journal of Thoracic Oncology,2026,journal_preproof,1,aee848e880e40d6e2304535aa0cf7e8fa2d2421d8898388b114d42ef9e6c5c7d,25,2026-09-19,identity/header only; not a new scientific read
41945490,Clinical Cancer Research,2026,not_classified_by_header,1,033688bef8b5a5c2033acb0a226969add897cd0a2c6c0635933a47f752d57b79,56,2026-09-19,identity/header only; not a new scientific read
41945491,Clinical Cancer Research,2026,not_classified_by_header,1,f6638a46d70803e918682e787cb99026158c7664206ed5ebea986df899ab2101,22,2026-09-19,identity/header only; not a new scientific read
41945500,Clinical Cancer Research,2026,not_classified_by_header,1,5a85b85cd6b5dcb8ba5a9f1e4e4b8f3940d2b69e4273f1ad79ebd6fb64462df0,19,2026-09-19,identity/header only; not a new scientific read
42001480,Clinical Cancer Research,2026,not_classified_by_header,1,c97a1ba442ab42c5aa6b1a52c2afd3a878c1e7348591f9e07f9a88cbe3e7633f,16,2026-09-19,identity/header only; not a new scientific read
42007996,Clinical Cancer Research,2026,not_classified_by_header,1,b0ab61a93adb49cb833a5b5f2450780cc466e007c8d6434005298d8fd78660dd,43,2026-09-19,identity/header only; not a new scientific read
42008740,Clinical Cancer Research,2026,not_classified_by_header,1,feff25b212c1f12a774d5ea63f6bc8371cf465fa10aa7a73ed0677243719e2c0,13,2026-09-19,identity/header only; not a new scientific read
42013305,Clinical Cancer Research,2026,author_manuscript,1,f23337ff413676dfbf8ce144bec5585a129095f7adeed4ca33c092fe5b6473e8,36,2026-09-19,identity/header only; not a new scientific read
42048384,Clinical Cancer Research,2026,not_classified_by_header,1,8f9bb79543f61be72b3b4e479b0bac56bf83d433c65ff4c54a839246aa1b1dd4,11,2026-09-19,identity/header only; not a new scientific read
42059900,Clinical Cancer Research,2026,not_classified_by_header,1,0d6f89fdf4bb2b9c37b86d65b882c8599f86c5abfdeab72f9b7d43937086adc1,44,2026-09-19,identity/header only; not a new scientific read
42113010,Clinical Cancer Research,2026,not_classified_by_header,1,9e04e45a09ce18a75d3101b49bbd59888cfa5cefaf3cf69cd0a3e2d547f06427,12,2026-09-19,identity/header only; not a new scientific read
42126592,Clinical Cancer Research,2026,author_manuscript,1,f75b973ff4b6c3042091d755cf4924c18b3f2bdeffaf7323661099a89bb5c67d,26,2026-09-19,identity/header only; not a new scientific read
42148884,Clinical Cancer Research,2026,not_classified_by_header,1,f23730446e1c1a9c269ed732162991ed10599de0a2271478d5877a4788ddb342,15,2026-09-19,identity/header only; not a new scientific read
42149140,Clinical Cancer Research,2026,not_classified_by_header,1,6f3d3d9703597c317cf3bb525f48561e642fea87a94f461e61d721589a24cd49,37,2026-09-19,identity/header only; not a new scientific read
42189883,Clinical Cancer Research,2026,not_classified_by_header,1,a18d08856f0a655751efcbf99d4cde538901e202ab718d1295da314633d0775a,11,2026-09-19,identity/header only; not a new scientific read
42207168,Clinical Cancer Research,2026,author_manuscript,1,a59711a38d6f57596977129879c2c41774b405a5a0b473b42114fb99d423cec5,21,2026-09-19,identity/header only; not a new scientific read
42207176,Clinical Cancer Research,2026,not_classified_by_header,1,042a3e8c01c3e52baf00f21a58e3ab425f51180e3a132f8873334c87b8cac27f,13,2026-09-19,identity/header only; not a new scientific read
42268349,Clinical Cancer Research,2026,not_classified_by_header,1,13b1e175a3abd35ebab4757b894277bf29274068d00d98d01197b68ffc01f766,24,2026-09-19,identity/header only; not a new scientific read
42307634,Clinical Cancer Research,2026,not_classified_by_header,1,cf94aa472650b1be71268bb4631a7d4592d245715c2af548f007479a1a28f156,19,2026-09-19,identity/header only; not a new scientific read
42360104,Clinical Cancer Research,2026,not_classified_by_header,1,a0e653e0849a115ee470172fc4eb0d55915218b13ca176ba178315ddd832d97d,14,2026-09-19,identity/header only; not a new scientific read
42405849,Clinical Cancer Research,2026,author_manuscript,1,479a9cbb871a3396c14f060e01055ffa123791276a20ea26ffb5051535030e69,21,2026-09-19,identity/header only; not a new scientific read
42409117,Journal of Thoracic Oncology,2026,not_classified_by_header,1,c7944045c108c89f589b81272b5d0b997bda46bc9b6065d48e12941f7cba8729,17,2026-09-19,identity/header only; not a new scientific read
42440354,Clinical Cancer Research,2026,not_classified_by_header,1,118a92229dd085d634a41eeb6f660597dd3b353b6e6ff9e8660aaf216dda0112,10,2026-09-19,identity/header only; not a new scientific read
42440361,Clinical Cancer Research,2026,not_classified_by_header,1,1fd990e640ed70962f9aa5d382afad178bb0bf94dfa9f85f64f43a2af1005285,13,2026-09-19,identity/header only; not a new scientific read
42440365,Clinical Cancer Research,2026,not_classified_by_header,1,695969257a3985ecf06f4ea45167e35594ccffd6db97fca76f37eb4edc9cfb07,11,2026-09-19,identity/header only; not a new scientific read
42446521,Clinical Cancer Research,2026,not_classified_by_header,1,61d0a2e7c6cda3c9fa5a06eb144d83504a838a1df4733e9205c190a17e6eff84,39,2026-09-19,identity/header only; not a new scientific read
42456046,Clinical Cancer Research,2026,not_classified_by_header,1,c795f9d233acd688cca4a87407fe7a0a2c8e863c69b8c9833d696982ced28855,44,2026-09-19,identity/header only; not a new scientific read
42478960,Clinical Cancer Research,2026,not_classified_by_header,1,380fbc732a8591d3510bc26b13a328f9162103e685d6c95cb35cd38253595f3e,22,2026-09-19,identity/header only; not a new scientific read
42485106,Clinical Cancer Research,2026,not_classified_by_header,1,4844b3589ded1523689287e2216b87d50240e0ff44a9581c55c6e6972dfdffee,13,2026-09-19,identity/header only; not a new scientific read
42489696,Clinical Cancer Research,2026,not_classified_by_header,1,e5a3272d4c1482b8e4b7eddc4b63bed91c50aeace6093be1f55f9141b5aba5a5,19,2026-09-19,identity/header only; not a new scientific read
42507540,Clinical Cancer Research,2026,not_classified_by_header,1,f226fc922c5738b9149940f91542ee0465fa98f42c8c48d0e045b90927fe751c,38,2026-09-19,identity/header only; not a new scientific read
42507545,Clinical Cancer Research,2026,not_classified_by_header,1,54b667455f7662b67a11643f6e741a7cdab3dac36965a549f956c578e89ddf7b,14,2026-09-19,identity/header only; not a new scientific read
42574065,Clinical Cancer Research,2026,not_classified_by_header,1,f5305a5ac76a1d38251640a2a26ce5d9f5ea4d45f069f0534f8b2df6d2f0f1f3,48,2026-09-19,identity/header only; not a new scientific read
42578969,Clinical Cancer Research,2026,not_classified_by_header,1,dd9b429c0e7427258acefcafd9ab5dae4197d28961492de50f1b2c02927baff8,35,2026-09-19,identity/header only; not a new scientific read
42599160,Clinical Cancer Research,2026,not_classified_by_header,1,ef4a6b6b372e325393cce618fa36c119cf0df5956b9a418eec04d759de089c5f,26,2026-09-19,identity/header only; not a new scientific read
42658187,Clinical Cancer Research,2026,not_classified_by_header,1,f3724ccdfced8d9cf761a9fb2ecda5f76f40203e360e482dbf5c57ea063c3ba3,34,2026-09-19,identity/header only; not a new scientific read
42714840,Clinical Cancer Research,2026,not_classified_by_header,1,02e6cd4830125b06e0c538a5c9f2a456cb0e5a69af4325c1019808a38517f78d,34,2026-09-19,identity/header only; not a new scientific read
42714874,Clinical Cancer Research,2026,not_classified_by_header,1,a639345437ffb86cf289777c1fb625b222681df410474ff87a82a0ecd7e12da3,38,2026-09-19,identity/header only; not a new scientific read
42714875,Clinical Cancer Research,2026,not_classified_by_header,1,6dc414e1c08ef98dab5ea15dc7fea2739e8e85c0fcd054d82b417504bb603551,33,2026-09-19,identity/header only; not a new scientific read
42752799,Clinical Cancer Research,2026,not_classified_by_header,1,37ce809687b69f9b10c30a0a4324186ff938b8e6bcd37c3935a5453ce45ef9d2,39,2026-09-19,identity/header only; not a new scientific read
39932457,Clinical Cancer Research,2025,publisher_main_pdf,1,673fef02fcf4f5915ab5d3ad250b0a6761df9788183d67fff76d28f2a605637b,9,2026-09-20,supplied-version identity; scientific main-read evidence in ccr-2025-genomics-2026-09-20-language.md
40704901,Clinical Cancer Research,2025,author_manuscript,1,3db22f4a9c560ee2b812ebdb6fd27d90d381012c26870125517dfa16287e4a3e,20,2026-09-20,supplied-version identity; scientific main-read evidence in ccr-2025-genomics-2026-09-20-language.md
40388547,Clinical Cancer Research,2025,author_manuscript,1,7e65c9ba1fa23e5a530c6200390493b9f54dd650e4181833d3b416572f53f1db,25,2026-09-20,supplied-version identity; scientific main-read evidence in ccr-2025-genomics-2026-09-20-language.md
39437011,Clinical Cancer Research,2025,publisher_main_pdf,1,f83aaeeaec6b37dc72abec6c96f08e5da7cdcc43b8b38368817906df87184865,13,2026-09-20,supplied-version identity; scientific main-read evidence in ccr-2025-genomics-2026-09-20-language.md
39620930,Clinical Cancer Research,2025,publisher_main_pdf,1,49f763c630f8436daf29b1356d72682f010c4be033d55e6e1487ca32d457e6ec,17,2026-09-20,supplied-version identity; scientific main-read evidence in ccr-2025-genomics-2026-09-20-language.md
